OCCU_DESC,WK_TYPE,CJOB1_COUNT,CJOB_NAME1,CJOB2_COUNT,CJOB_NAME2,JOB_PERSON,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,NT_L,NT_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE,district,zipcode
家庭照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,1,20260831,在社會福利機構、醫療機構或家庭，負責照顧病患之專業照護的工作。,新北市淡水區,無,,月薪,35000,35000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2700291&HIRE_ID=14619271,李小姐,20260824,淡水區,251
社區環境清潔人員(可正職或兼職),兼職,19,清潔／家事／托育(保母),190104,環境清潔工,10,20261020,"依社區要求，符合社區環境清潔
(可正職或兼職)",新北市淡水區,無,日班、夜班、部份工時：07時30分至12時00分,月薪,30000,30000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2700167&HIRE_ID=14613627,理清環保有限公司,20260820,淡水區,251
家庭照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,1,20260827,"在社會福利機構、醫療機構或家庭，負責照顧病患之專業照護的工作。
需要夜間照顧。",新北市淡水區,無,,月薪,32000,35000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2698743&HIRE_ID=14611833,周小姐,20260820,淡水區,251
照顧服務員【符合照服員就業獎勵】,全職,17,醫療／美容／保健,170113,照顧服務員,3,20260906,"提供居家照顧服務及喘息服務(居家照顧病患之專業照顧的工作)

【居家照顧服務。 需有照顧服務員結訓證書或照顧服務員卡等相關證明。】
求才廠商:顧佳居家長照事業附設新北市私立顧佳居家長照機構 
工作地區:新北市不限【符合照服員就業獎勵】
工作時間:0800~20:00彈性排班
時薪220-260元
",新北市淡水區,無,日班,時薪,220,260,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2428257&HIRE_ID=14498263,顧佳居家長照事業附設新北市私立顧佳居家長照機構,20260706,淡水區,251
家庭照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,1,20260825,在社會福利機構、醫療機構或家庭，負責照顧病患之專業照護的工作。,新北市淡水區,無,,月薪,35000,35000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2694021&HIRE_ID=14607885,謝先生,20260818,淡水區,251
,全職,10,技術／維修／操作,100390,其它機械操作員,3,20260826, 操作機台(裁切、鑽孔、焊接、配線)，(工作時間:08:30-17:30，含休息時間一個小時，供膳宿(1餐/每餐60元，住宿費月扣3000元)依工作需要配合加班),新北市淡水區,無,日班,月薪,31500,38430,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1122626&HIRE_ID=14606545,聯安食品機械工業有限公司,20260818,淡水區,251
照顧服務員,兼職,17,醫療／美容／保健,170113,照顧服務員,5,20261017,"新北市私立樂舒活居家長照機構
居家長照服務及喘息服務。
(需有照顧服務員結訓證書或照顧服務員卡等相關證明)
新北市不限淡水區、三芝區、石門區、金山區、萬里區為主
【符合照服員就業獎勵】【符合五五就業促進職場支持輔導費】
論件計酬：30-411元",新北市淡水區,無,日班、部份工時：08時00分至12時00分,論件計酬,30,411,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2428343&HIRE_ID=14601673,新北市私立樂舒活居家長照機構,20260817,淡水區,251
全職(駐點)管家,全職,19,清潔／家事／托育(保母),190101,大樓及辦公室清潔員,1,額滿為止,"主要工作內容
辦公區域日常清潔、桌面及公共空間擦拭整理
地板掃地、拖地及定期清潔維護
會議室、茶水間、休息區等公共區域清潔
洗手間清潔、消毒及衛生用品補充
垃圾收集、分類、更換垃圾袋及集中處理
茶水間水槽、流理台及相關設備表面清潔
公共設施、門窗、玻璃及常接觸區域擦拭
清潔用品、衛生紙及相關耗材補充與庫存確認
發現設備異常、漏水或環境問題時主動回報
定期進行重點區域加強清潔
配合辦公室臨時清潔需求
主管交辦事項：支援初二／十六燒金紙",新北市淡水區,1年以上,日班,月薪,31000,35000,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2520357&HIRE_ID=14603949,楷濯有限公司,20260818,淡水區,251
餐飲部_ 中西餐廚師,全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,4,額滿為止,"""中餐
1. 十年以上中餐主廚經驗，需具備中餐丙級證和廚師證。
2. 精通中餐烹飪技術及中式宴會菜單研發設計。
3. 負責中餐廚房內場菜品餐食管理，及人力調配、臨時工管理。
4. 制定、優化餐廳服務方式與作業標準流程等事宜。
5. 監督食品製作流程、份量、擺盤等事務，提升宴會菜品。
6. 負責中餐廚房食材管理與成本控制，及食品安全概念訓練。
7. 具備統籌管理中餐廚房各站台菜品、包廂、大型宴會廳之營運。
8. 具備領導、監督與管理中餐廚房團隊作業與食材有效運用率。
9. 具備良好的溝通能力，與其他部門服務團隊協作。
10. 協助主管，及執行交辦事項。
西餐
1. 六年以上西餐主廚職位經驗，需具備中餐丙級證和廚師證。
2. 精通西餐烹飪技術及西式菜單研發設計，根據季節變化調整菜單。
3. 負責西餐廚房內場菜品餐食管理，及人力調配、臨時工管理。
4. 制定、優化餐廳服務方式與作業標準流程等事宜。
5. 監督食品製作流程、份量、擺盤等事務，提升西餐各廳菜品。
6. 負責西餐廚房食材管理與成本控制，及食品安全概念訓練。
7. 具備統籌管理西餐廚房各站台菜品、自助吧餐廳、咖啡下午茶酒吧之營運。
8. 具備領導、監督與管理西餐廚房團隊作業與食材有效運用率。
9. 具備良好的溝通能力，能夠與服務團隊其他部門協作。
10. 協助主管，及執行交辦事項。""
此為現場徵才職缺【9/9(三)10:00-14:00於『淡水水碓市民活動中心』聯合徵才活動】，廠商完整職缺內容，請上新北人力網「附件下載」查看",新北市淡水區,6年以上,日班、夜班、中班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2396091&HIRE_ID=14617835,將捷文創實業股份有限公司,20260824,淡水區,251
家庭照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,1,20260831,在社會福利機構、醫療機構或家庭，負責照顧病患之專業照護的工作。,新北市淡水區,無,,月薪,32000,35000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2700291&HIRE_ID=14619247,李小姐,20260824,淡水區,251
PE膜檢測人員,全職,09,品管／製造／環衛,090105,品管檢驗人員,1,20260906,"1.塑膠原物料入廠檢驗
2.塑膠製品物性測試
3.檢驗儀器操作
4.熟電腦操作",新北市淡水區,無,日班,月薪,32590,-,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=56227&HIRE_ID=14506309,聚力塑膠工業股份有限公司,20260716,淡水區,251
電子設備維修人員,全職,09,品管／製造／環衛,090222,電子設備組裝作業員,2,20260916,"此為現場徵才職缺【9/9(三)10:00-14:00於『淡水水碓市民活動中心』聯合徵才活動】，廠商完整職缺內容，請上新北人力網「附件下載」查看

1.公車上電子設備安裝維修。
2.電腦及網路檢修。",新北市淡水區,無,日班,月薪,31000,33000,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=899694&HIRE_ID=14598965,指南汽車客運股份有限公司,20260814,淡水區,251
淡水院區 營養醫學中心 事務員,全職,01,經營／行政／總務,010206,行政助理,1,額滿為止,"工作內容
1.  帳務及庶務處理。
2.  營養醫學中心食材等之採購比價、驗收與入庫管理。
3.  病房及員工飲食服務及相關事宜。

應徵方式
1.  請註明應徵項目並將履歷及畢業證書影本寄至：
新北市淡水區民生路４５號【人力資源室 收】
（資格不符者恕不退件。）
2.  院址： 新北市淡水區民生路４５號。
3.  若有任何問題，請電洽02-28094661# 2100人力資源室，謝謝!!

",新北市淡水區,無,日班、夜班、中班,月薪,33400,33600,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=34654&HIRE_ID=14548621,台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,20260724,淡水區,251
大貨車司機(須有大貨車駕照),全職,15,物流／運輸／資材,150102,大貨車司機,1,20261231,"1. 將C型鋼或其他材料運送至客人工廠或現場下貨。
2. 裝卸貨品，並固定貨品，確保運送過程安全。
3. 交付貨物並進行簽收。
4. 定期檢修車輛。
5. 發生交通事故時作事故報告。",新北市淡水區,2年以上,日班,月薪,42000,45000,國中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=725985&HIRE_ID=14614619,日泉實業有限公司,20260821,淡水區,251
培訓設計師,全職,17,醫療／美容／保健,170202,美髮技術員,2,20261115,"1.本科系畢或二年以上助理經驗或準師經驗(有染、洗髮基礎)。
2.若技術不足需接受公司委外培訓課程 (課程另行繳費，工具請自備，另公司有配合的訓練單位協會廠商)。
",新北市淡水區,2年以上,日班,月薪,29500,30000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1054082&HIRE_ID=14048785,唯重慶快速剪髮屋,20260512,淡水區,251
教保員,全職,14,教育／學術／研究,140121,教保員,2,20311231,在幼教場所協助執行促進兒童語言、身心、體格發展的各種教學活動。,新北市淡水區,無,,月薪,29500,40000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=387259&HIRE_ID=10679385,新北市私立可爾威德幼兒園,20210914,淡水區,251
公務車駕駛員,全職,15,物流／運輸／資材,150103,小客(貨)車司機,2,20260916,"此為現場徵才職缺【9/9(三)10:00-14:00於『淡水水碓市民活動中心』聯合徵才活動】，廠商完整職缺內容，請上新北人力網「附件下載」查看

1.營運場站票箱清點。
2.場站與公司間公務(文件、物品)運送。
3.需有職業小貨車駕照。
4.需搬重物。",新北市淡水區,無,日班,月薪,33000,38000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=899694&HIRE_ID=14598981,指南汽車客運股份有限公司,20260814,淡水區,251
幼兒園廚師助理,全職,16,旅遊／餐飲／休閒,160206,廚師助理,1,20261231,"1. 幼兒及員工餐點準備及烹調相關食材(準備食材及菜色搭配) 
2. 幼兒園廚房廚務整理 
3. 需有中餐丙級廚師證照 
4. 協助完成主管交辦事項",新北市淡水區,無,日班,月薪,30000,30000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=703652&HIRE_ID=14474017,新北巿立國花幼兒園,20260625,淡水區,251
儲備幹部,全職,01,經營／行政／總務,010105,儲備幹部,15,20260916,"此為現場徵才職缺【9/9(三)10:00-14:00於『淡水水碓市民活動中心』聯合徵才活動】，廠商完整職缺內容，請上新北人力網「附件下載」查看

店務管理/門市經營/庫存管理/人員管理/排班管理(具經驗者)

",新北市淡水區,2年以上,日班、中班,月薪,33500,35500,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2330241&HIRE_ID=14600629,三商家購股份有限公司,20260814,淡水區,251
家庭照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,1,20260831,在社會福利機構、醫療機構或家庭，負責照顧病患之專業照護的工作。,新北市淡水區,無,,月薪,32000,35000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2699869&HIRE_ID=14619591,邱先生,20260824,淡水區,251
照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,15,額滿為止,"1.翻身、捶背、擦拭身體、更衣、扶持上下床及散步…等。
2.照顧飲食起居、服藥…等。
3.居家打掃、整理環境、送洗病患衣物及代購所需用品…等。
4.其他相關服務項目參照衛生福利部公告服務項目。

【居家照顧服務。 需有照顧服務員結訓證書或照顧服務員卡等相關證明。】
【符合照服員就業獎勵】
求才廠商:潤田健康有限公司附設新北市私立潤田居家長照機構
工作地區:新北市不限淡水區為主



",新北市淡水區,無,日班,論件計酬,210,450,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2693547&HIRE_ID=14564483,潤田健康有限公司附設新北市私立潤田居家長照機構,20260803,淡水區,251
採購助理,全職,15,物流／運輸／資材,150306,採購助理,1,20261012,協助主管執行採購作業、跟催流程及製作相關表單。,新北市淡水區,無,日班,月薪,29500,33000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=35311&HIRE_ID=14596681,雄美企業有限公司,20260813,淡水區,251
業務助理,全職,02,業務／貿易／銷售,020103,業務助理,1,額滿為止,協助業務人員執行業務推廣，完成銷售工作，並執行業務相關的行政、後勤工作。,新北市淡水區,無,日班,月薪,29500,33000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=35311&HIRE_ID=14611073,雄美企業有限公司,20260819,淡水區,251
生管助理},全職,09,品管／製造／環衛,090213,生管助理,1,20260920,協助生產管理，根據生產計畫或製造命令、生產能力、生產現況負責協助規劃生產進度等工作。,新北市淡水區,無,日班,月薪,30000,32000,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=35311&HIRE_ID=14535145,雄美企業有限公司,20260720,淡水區,251
區主管,全職,21,行銷／企劃／專案,210302,營運管理師／系統整合／ERP專案師,3,額滿為止,"1.門店營運管理及營運目標達成。
2.服務顧客、維護顧客關係、客訴及危機處理。
3.人員排班及人力調度。
4.人員甄選、工作指導與教育訓練。
5.維持、控管服務及產品品質。
6.控管各項成本。
7.公司策略執行與推動。
排班制(每日8小時/依法給予休息時間)
營業時間上午11:00至凌晨03:00
(依各店營業時間為主)
此為現場徵才職缺【9/9(三)10:00-14:00於『淡水水碓市民活動中心』聯合徵才活動】，廠商完整職缺內容，請上新北人力網「附件下載」查看",新北市淡水區,5年以上,日班、夜班、中班,月薪,53000,58000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2431031&HIRE_ID=14617875,築間餐飲事業股份有限公司,20260824,淡水區,251
昇源祥168號漁業工,全職,20,農林漁牧相關,200301,遠洋漁業工,5,20260828,捕魚、整理漁獲   (月薪:31400元，工作地點:淡水第二漁港，工作時間:配合漁船作業時間，供膳宿(1餐/天，每餐扣50元，住宿費月扣2000元)，依工作需要配合加班),新北市淡水區,無,,月薪,31400,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=968452&HIRE_ID=14611429,昇源祥168號,20260820,淡水區,251
美髮設計師,全職,17,醫療／美容／保健,170202,美髮技術員,2,20261115,專業剪髮、染髮，著重服務品質。,新北市淡水區,2年以上,日班,月薪,29500,60000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1054082&HIRE_ID=14048923,唯重慶快速剪髮屋,20260512,淡水區,251
行車稽查(外勤).,全職,04,財務／金融／保險,040107,稽核人員,2,20260930,"1.公司(含關係企業)所屬相關路線查核
2.指定專案查核 
3.表報彙整處理、影像掃描及建檔
4.課室業務支援 
5.臨時交辦事宜完成",新北市淡水區,無,日班,月薪,30000,33000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=899694&HIRE_ID=14488445,指南汽車客運股份有限公司,20260701,淡水區,251
照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,10,20260921,"日間照顧服務：
綜合長照服務(日間照顧+居家服務)
日照班別(含休息0.5H)7:30-16:00、8:00-17:00、8:30-17:30、9:00-18:00
日間照顧服務月薪30000元至31000。上工地址:新北市淡水區奎柔山路3號1樓
居家照服：
1.身體照顧服務
2.家務及日常生活照顧服務
居家照服時薪：220元。上工地區:淡水區/新北巿不限

需有照顧服務員結訓證書或照顧服務員卡等相關證明
",新北市淡水區,無,日班,月薪,30000,31000,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2494933&HIRE_ID=14545295,利鎮物業管理顧問有限公司附設新北市私立淡水義山綜合長照機構,20260723,淡水區,251
門市月薪人員,全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,20,20260916,"此為現場徵才職缺【9/9(三)10:00-14:00於『淡水水碓市民活動中心』聯合徵才活動】，廠商完整職缺內容，請上新北人力網「附件下載」查看
協助門市店長
門市顧客經營與服務。
門市環境清潔與形象維護。
協助門市商圈經營。
協助門市商品管理""

",新北市淡水區,無,輪班三班制,月薪,32000,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=27157&HIRE_ID=14600431,萊爾富國際股份有限公司,20260814,淡水區,251
固定班門市正職人員,全職,06,客服／門市,060202,賣場（人員／儲備幹部）,15,20260916,"此為現場徵才職缺【9/9(三)10:00-14:00於『淡水水碓市民活動中心』聯合徵才活動】，廠商完整職缺內容，請上新北人力網「附件下載」查看

商品陳列/補貨/收貨驗收/結帳收銀/賣場清潔

",新北市淡水區,2年以上,日班、中班,月薪,30000,32500,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2330241&HIRE_ID=14600721,三商家購股份有限公司,20260814,淡水區,251
中華電信網路通信裝機移機人員(淡水),全職,10,技術／維修／操作,100205,電信及電力線路架設工,1,20261231,中華電信公司工程業務，如市話、ADSL寬頻、MOD機上盒、光纖FTTH等裝移機安裝及設定工程。(培訓成為中華電信合格技師),新北市淡水區,無,日班,月薪,36000,60000,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2472497&HIRE_ID=14070257,鴻勝通信有限公司,20260721,淡水區,251
業務助理,全職,02,業務／貿易／銷售,020103,業務助理,1,20260916,"此為現場徵才職缺【9/9(三)10:00-14:00於『淡水水碓市民活動中心』聯合徵才活動】，廠商完整職缺內容，請上新北人力網「附件下載」查看

1.調管業務協處。
2.場站業務聯繫溝通。
3.主管機關業務協處。
4.協助會議、準備統計報表、書面報告、簡報等資料。
5.完成主管交辦事項。",新北市淡水區,無,日班,月薪,31000,33000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=899694&HIRE_ID=14598951,指南汽車客運股份有限公司,20260814,淡水區,251
洗車員,兼職,10,技術／維修／操作,100310,汽車美容專業人員,2,20261004,"汽車洗車
可固定班、工讀生可",新北市淡水區,無,部份工時：08時00分至13時00分,時薪,196,-,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=689839&HIRE_ID=14571263,東來加油站股份有限公司,20260804,淡水區,251
操作工,全職,10,技術／維修／操作,100390,其它機械操作員,19,20260828,熱鍋爐熔煉.高溫.需接觸化學藥劑.原料及成品搬運(需搬重30公斤.有輔具),新北市淡水區,無,日班,月薪,31500,34650,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=846050&HIRE_ID=14607999,羅碁生化科技股份有限公司,20260820,淡水區,251
倉管助理,全職,15,物流／運輸／資材,150304,倉管人員,1,20260914,"1. 進貨收料歸位 
2. 倉庫管理 
3. 庫存盤點 
4. 出貨包裝 
5. 報廢申請 
6. 列印標籤/報表及ERP系統建立作業及表單整理 
7. 備材料給產線 
8. 超商寄貨 
9. 主管交辦事項庫存物料以及管理收發材料、貨品盤點及帳務處理、倉庫清潔維持、倉庫紀錄保存等工作。",新北市淡水區,無,日班,月薪,30000,33000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=14790&HIRE_ID=14368521,瀚荃股份有限公司,20260714,淡水區,251
幼兒園廚工(全職兼職都可，請直接來電0930946953顏園長),全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,1,20331231,"1.煮早餐，午餐，點心給小孩和老師吃，總人數大約120人
2.打掃廚房
3.收垃圾與回收物
4.提早一天備料隔天的食材
5.訂購食材 (學校已有菜單)",新北市淡水區,無,日班,月薪,29500,33000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=387259&HIRE_ID=12162107,新北市私立可爾威德幼兒園,20230802,淡水區,251
廚房人員,全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,1,20311231,"1.從事食材的準備、處理及烹調料理
2.環境清潔",新北市淡水區,無,日班,月薪,29500,30000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=387259&HIRE_ID=10808765,新北市私立可爾威德幼兒園,20211115,淡水區,251
0909兼職計時人員,全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,30,20261014,"此為現場徵才職缺【9/9(三)10:00-14:00於『淡水水碓市民活動中心』聯合徵才活動】，廠商完整職缺內容，請上新北人力網「附件下載」查看
""依店鋪型態時段不同排班制,一天4-6小時,一週20-30小時 ""
1.收銀服務
2.食材準備
3.清潔作業
4.顧客服務""
(可於面談時與店長溝通)""


",新北市淡水區,無,日班、中班,時薪,196,241,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=41434&HIRE_ID=14598923,安心食品服務股份有限公司,20260814,淡水區,251
技術人力,全職,10,技術／維修／操作,100390,其它機械操作員,3,20260825,鋁外殼等製造加工，須約班重15-20公斤，有輔具。操作沖床、剪切機。,新北市淡水區,無,日班,月薪,42000,42000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2426413&HIRE_ID=14597103,光輝興合金科技工業有限公司,20260817,淡水區,251
照顧服務員【符合婦女再就業及雇主工時調整獎勵】【五五就業促進獎勵及雇主支持輔導費】【符合照顧服務員就業獎勵】,兼職,17,醫療／美容／保健,170113,照顧服務員,5,20260911,"基本身體清潔、基本日常照顧、協助進食或管灌、餐飲照顧、足部照護、翻身拍背、肢體關節活動、陪同外出、就醫、安全看視、陪伴…等
身體照顧服務：包含協助如廁、沐浴、更衣、口腔清潔、進食、服藥、翻身、拍背、上下床、陪同運動、協助輔具…等

居家照顧服務 【需有長照服務人員證明等相關證明。】 
求才廠商:安星居服股份有限公司附設新北市私立安星居家長照機構
 工作地區:新北市不限淡水區為主 
【符合婦女再就業及雇主工時調整獎勵】
【符合五五就業促進獎勵及雇主支持輔導費，符合資格者請先至淡水就服站進行認定】
【符合照顧服務員就業獎勵】
時薪：220元至440元
論件計酬：21元至462元",新北市淡水區,無,部份工時：07時00分至21時00分,時薪,220,440,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2447973&HIRE_ID=14518235,安星居服股份有限公司附設新北市私立安星居家長照機構,20260713,淡水區,251
商場部_ 樓面管理 專員,全職,18,保全／軍警消,180102,大樓管理員,3,額滿為止,"1.專櫃人員管理與樓面管理。
2.協助園區自營櫃位商品管理及營運維護。
3.協助商場行銷活動執行。
4.協助櫃位進場、退場管理。
5.協助合約管理及送件流程。
6.配合支援園區活動及訓練。
7.其他主管交辦事項。
此為現場徵才職缺【9/9(三)10:00-14:00於『淡水水碓市民活動中心』聯合徵才活動】，廠商完整職缺內容，請上新北人力網「附件下載」查看",新北市淡水區,無,日班、夜班、中班,月薪,32000,37000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2396091&HIRE_ID=14617817,將捷文創實業股份有限公司,20260824,淡水區,251
儲備區經理,全職,01,經營／行政／總務,010102,管理部經理,5,20260916,"此為現場徵才職缺【9/9(三)10:00-14:00於『淡水水碓市民活動中心』聯合徵才活動】，廠商完整職缺內容，請上新北人力網「附件下載」查看

培育未來職位：區經理→負責區域內的店舖經營與管理
區域目標達成與業績管理。
督導責任區域內之門市營運管理。
依循總部經營政策，宣達及督導門市落實總部的各項政策。
調配與培育責任區內人力，使人力資源配置達最佳化。
顧客關係經營及服務品質提升與落實。""
",新北市淡水區,無,輪班三班制,月薪,40000,43000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=27157&HIRE_ID=14600373,萊爾富國際股份有限公司,20260814,淡水區,251
品保工程師,全職,09,品管／製造／環衛,090107,品管/品保工程師,1,額滿為止,"1. 塑膠製品品質異常分析
2. 供應商品質管理與輔導
3. 8D 跟催及追蹤回覆
4. 供應商評鑑
5. 參與質量管理體系的內部審核
6. 執行上級交辦事項",新北市淡水區,無,日班,月薪,38000,42000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=35311&HIRE_ID=14611063,雄美企業有限公司,20260819,淡水區,251
業務助理.,全職,02,業務／貿易／銷售,020103,業務助理,2,20260930,"1.調管業務協處
2.場站業務聯繫溝通
3.主管機關業務協處
4.協助會議、準備統計報表、書面報告、簡報等資料
5.完成主管交辦事項",新北市淡水區,無,日班,月薪,31000,34000,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=899694&HIRE_ID=14488437,指南汽車客運股份有限公司,20260701,淡水區,251
兼職(非駐點)管家,兼職,19,清潔／家事／托育(保母),190201,家事服務員/家庭清潔人員,3,額滿為止,依照雇主需求協助處理家務，如環境清潔、膳食安排、衣物洗滌等。,新北市淡水區,無,部份工時：08時00分至12時00分,論件計酬,300,500,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2520357&HIRE_ID=14495443,楷濯有限公司,20260703,淡水區,251
保安稽查/肇事理賠人員.,全職,04,財務／金融／保險,040107,稽核人員,2,20260930,"1.公司營運場站、路線、人車查核作業
2.營運場站人車肇事處理及法律相關諮詢
3.客服電話及表報彙整完成
4.主管機關業務配合完成
5.教育訓練教材編制及場站訓練
6.其他交辦事項",新北市淡水區,無,日班、輪班二班制、中班,月薪,32000,-,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=899694&HIRE_ID=14488451,指南汽車客運股份有限公司,20260701,淡水區,251
客房部_ 房務員,全職,16,旅遊／餐飲／休閒,160105,房務員,4,額滿為止,"1.肯學肯做，無經驗可，具飯店房務員工作經驗佳。
2.客房清理打掃服務(整床、家具擦拭、浴室清洗、垃圾處理等)。
3.工作間及備品車之補充備品作業，例行每月盤點作業。
4.客房及公共區域區域基本維護保養作業。
5.執行其他清潔相關交辦事項。
6.具備主動積極態度、刻苦耐勞的體力、品性操守佳，配合淡旺季配班。
7.其他主管交辦事項。
此為現場徵才職缺【9/9(三)10:00-14:00於『淡水水碓市民活動中心』聯合徵才活動】，廠商完整職缺內容，請上新北人力網「附件下載」查看",新北市淡水區,無,日班,月薪,32000,36000,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2396091&HIRE_ID=14617791,將捷文創實業股份有限公司,20260824,淡水區,251
家庭照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,1,20261231,在家庭，負責照顧病患之專業照護的工作。,新北市淡水區,無,中班,月薪,32000,35000,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2618073&HIRE_ID=14054435,柯先生,20260110,淡水區,251
